Protein accession	Degree	Protein description	Gene name	Regulated Type	Ratio
E1C599	8	DnaJ heat shock protein family (Hsp40) member B13 OS=Gallus gallus OX=9031 GN=DNAJB13 PE=1 SV=3	DNAJB13	Down	0.6333248156056319
P11602	8	Lipoprotein lipase OS=Gallus gallus OX=9031 GN=LPL PE=1 SV=1	LPL	Down	0.3930845744960791
A0A8V0YZ27	8	6-phosphogluconate dehydrogenase, decarboxylating OS=Gallus gallus OX=9031 GN=PGD PE=1 SV=1	PGD	Down	0.4254574104876127
F1NBW2	8	H(+)-transporting two-sector ATPase OS=Gallus gallus OX=9031 GN=ATP6V1A PE=1 SV=1	ATP6V1A	Up	2.371506042245506
A0A1D5PCU0	8	V-type proton ATPase subunit a OS=Gallus gallus OX=9031 GN=ATP6V0A4 PE=3 SV=1	ATP6V0A4	Down	0.5644544945064971
A0A3Q2UGR5	7	SC24C protein OS=Gallus gallus OX=9031 GN=SEC24C PE=1 SV=1	SEC24C	Up	2.44431568338721
A0A1L1RXA3	7	Ubiquitin carboxyl-terminal hydrolase OS=Gallus gallus OX=9031 GN=UCHL3 PE=1 SV=2	UCHL3	Up	1.806800113571834
A0A8V1ACH5	7	Inositol polyphosphate-5-phosphatase E OS=Gallus gallus OX=9031 GN=INPP5E PE=4 SV=1	INPP5E	Up	2.75573334783994
A0A8V1ALE0	7	MYCBP associated protein OS=Gallus gallus OX=9031 GN=RSAD1 PE=4 SV=1	RSAD1	Down	0.37968111440338814
A0A8V0X4Y4	7	Dynein regulatory complex protein 10 OS=Gallus gallus OX=9031 GN=IQCD PE=3 SV=1	IQCD	Down	0.4784653059738179
E1BYF1	7	Cystathionine gamma-lyase OS=Gallus gallus OX=9031 GN=CTH PE=1 SV=1	CTH	Down	0.6602617131683839
A0A8V1A3U0	7	Actin-related protein 2/3 complex subunit 3 OS=Gallus gallus OX=9031 GN=ARPC3 PE=1 SV=1	ARPC3	Up	1.6642469274163127
A0A1D5PQV0	7	Cytoplasmic aconitate hydratase OS=Gallus gallus OX=9031 GN=ACO1 PE=3 SV=1	ACO1	Down	0.3776614319086473
A0A8V0ZHK9	7	RPGRIP1 like OS=Gallus gallus OX=9031 GN=RPGRIP1L PE=1 SV=1	RPGRIP1L	Down	0.5424012210508553
A0A8V0XRC4	7	Versican core protein OS=Gallus gallus OX=9031 GN=VCAN PE=4 SV=1	VCAN	Down	0.29489608020323616
Q5ZHL0	7	V-type proton ATPase subunit d 2 OS=Gallus gallus OX=9031 GN=ATP6V0D2 PE=2 SV=1	ATP6V0D2	Down	0.5539990419339499
A0A8V0ZKS5	7	ADP ribosylation factor GTPase activating protein 1 OS=Gallus gallus OX=9031 GN=ARFGAP1 PE=1 SV=1	ARFGAP1	Up	1.9234257721083068
A0A8V0Z0I1	7	Aminopeptidase OS=Gallus gallus OX=9031 GN=ANPEP PE=1 SV=1	ANPEP	Up	1.588546912271402
A0A1D5NV75	7	NSF attachment protein alpha OS=Gallus gallus OX=9031 GN=NAPA PE=3 SV=2	NAPA	Up	1.98856621690916
A0A8V1AF87	7	Cilia- and flagella-associated protein 45 OS=Gallus gallus OX=9031 GN=CFAP45 PE=3 SV=1	CFAP45	Down	0.5865160573311873
A0A8V0XMD4	7	Crystallin lambda 1 OS=Gallus gallus OX=9031 GN=CRYL1 PE=1 SV=1	CRYL1	Down	0.1508875157340657
A0A8V0Z5L2	7	Programmed cell death protein 4 OS=Gallus gallus OX=9031 GN=PDCD4 PE=1 SV=1	PDCD4	Down	0.4785449895686116
A0A8V0Y1A4	7	ADAM metallopeptidase with thrombospondin type 1 motif 1 OS=Gallus gallus OX=9031 GN=ADAMTS1 PE=4 SV=1	ADAMTS1	Down	0.2525448952916773
A0A8V0Y6Z6	7	V-type proton ATPase subunit C OS=Gallus gallus OX=9031 GN=ATP6V1C1 PE=1 SV=1	ATP6V1C1	Down	0.4214403885153165
A0A1D5PNL3	7	E2 ubiquitin-conjugating enzyme OS=Gallus gallus OX=9031 GN=UBE2N PE=1 SV=1	UBE2N	Down	0.3591775860495067
A0A8V0YR25	7	Centrosomal protein 135 OS=Gallus gallus OX=9031 GN=CEP135 PE=1 SV=1	CEP135	Down	0.3940603385633932
A0A3Q2U1A5	7	Catenin delta 1 OS=Gallus gallus OX=9031 GN=CTNND1 PE=1 SV=1	CTNND1	Up	1.8168092646166565
A0A8V0ZMT8	7	DnaJ heat shock protein family (Hsp40) member A2 OS=Gallus gallus OX=9031 GN=DNAJA2 PE=1 SV=1	DNAJA2	Up	1.5161755627315037
A0A8V1A1U8	7	CAP-Gly domain containing linker protein 1 OS=Gallus gallus OX=9031 GN=CLIP1 PE=4 SV=1	CLIP1	Up	2.6927419675916706
A0A8V0ZIZ5	7	Glutathione hydrolase OS=Gallus gallus OX=9031 GN=GGT7 PE=1 SV=1	GGT7	Down	0.3605297615214545
A0A3Q2U0G2	7	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase OS=Gallus gallus OX=9031 GN=PLCB4 PE=1 SV=1	PLCB4	Down	0.6255891811718735
A0A8V0X2T8	7	Hydroxysteroid 17-beta dehydrogenase 10 OS=Gallus gallus OX=9031 GN=HSD17B10 PE=1 SV=1	HSD17B10	Up	2.0160835531721664
A0A8V0YR59	7	receptor protein-tyrosine kinase OS=Gallus gallus OX=9031 GN=PDGFRB PE=1 SV=1	PDGFRB	Up	1.6840261331371669
A0A8V0Y9V8	7	GTP:AMP phosphotransferase AK3, mitochondrial OS=Gallus gallus OX=9031 GN=AK3 PE=1 SV=1	AK3	Up	1.8750404359171584
A0A8V0ZI24	7	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Gallus gallus OX=9031 GN=DDOST PE=1 SV=1	DDOST	Up	2.070243597472481
A0A8V0YR31	7	Centrosomal protein 135 OS=Gallus gallus OX=9031 GN=CEP135 PE=1 SV=1	CEP135	Up	1.6623948715604715
A0A8V0ZZC5	7	Uncharacterized protein OS=Gallus gallus OX=9031 PE=1 SV=1	--	Up	1.5310162145859152
E1C1L6	7	Ectonucleoside triphosphate diphosphohydrolase 5 OS=Gallus gallus OX=9031 GN=ENTPD5 PE=3 SV=1	ENTPD5	Down	0.6359600201609602
A0A8V1ABW1	7	Aldehyde dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=ALDH2 PE=1 SV=1	ALDH2	Up	1.809602417391791
A0A8V0ZBK5	7	Nephrocystin 4 OS=Gallus gallus OX=9031 GN=NPHP4 PE=1 SV=1	NPHP4	Down	0.5007247861397697
A0A1D5P8I3	7	Splicing factor proline and glutamine rich OS=Gallus gallus OX=9031 GN=SFPQ PE=1 SV=2	SFPQ	Up	2.307558639924173
F1NQ70	7	Uncharacterized protein OS=Gallus gallus OX=9031 GN=DNAI2 PE=1 SV=3	DNAI2	Down	0.4636903048480402
R4GJC4	7	dTMP kinase OS=Gallus gallus OX=9031 GN=CMPK2 PE=1 SV=3	CMPK2	Down	0.6617300867316925
A0A8V0Y0W0	7	Dynein regulatory complex subunit 1 OS=Gallus gallus OX=9031 GN=DRC1 PE=4 SV=1	DRC1	Down	0.5765557014494993
A0A8V1AQ96	6	Cilia- and flagella-associated protein 52 OS=Gallus gallus OX=9031 GN=TBC1D24L PE=1 SV=1	TBC1D24L	Down	0.3878622411566343
A0A8V0Y6Y0	6	Dynein regulatory complex subunit 4 OS=Gallus gallus OX=9031 GN=GAS8 PE=3 SV=1	GAS8	Down	0.6306099636290834
A0A8V0ZRN1	6	Thrombospondin type 1 domain containing 4 OS=Gallus gallus OX=9031 GN=THSD4 PE=4 SV=1	THSD4	Down	0.6331961333113814
A0A8V0Y1N7	6	Dynein axonemal intermediate chain 1 OS=Gallus gallus OX=9031 GN=DNAI1 PE=1 SV=1	DNAI1	Down	0.384190761456838
A0A8V0YNC4	6	Kininogen 1 OS=Gallus gallus OX=9031 GN=KNG1 PE=1 SV=1	KNG1	Up	1.5027778017037183
A0A8V0Y0T2	6	Cadherin-1 OS=Gallus gallus OX=9031 GN=CDH1 PE=4 SV=1	CDH1	Down	0.6574414066893093
A0A1D5NZ82	6	ADAM metallopeptidase with thrombospondin type 1 motif, 10 OS=Gallus gallus OX=9031 GN=ADAMTS10 PE=4 SV=2	ADAMTS10	Down	0.5708598524228516
A0A8V0Y5D3	6	Nucleophosmin OS=Gallus gallus OX=9031 GN=NPM1 PE=1 SV=1	NPM1	Up	2.027385210951262
A0A1D5PBY3	6	Thioredoxin-dependent peroxide reductase, mitochondrial OS=Gallus gallus OX=9031 GN=PRDX3 PE=1 SV=2	PRDX3	Up	2.723230822956313
A0A8V0ZUI9	6	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Gallus gallus OX=9031 GN=PIP4K2C PE=4 SV=1	PIP4K2C	Up	2.038422930518699
A0A8V0YFD4	6	E2 ubiquitin-conjugating enzyme OS=Gallus gallus OX=9031 GN=UBE2D2 PE=3 SV=1	UBE2D2	Down	0.481099969971915
A0A8V0ZCF7	6	ADAM metallopeptidase with thrombospondin type 1 motif 9 OS=Gallus gallus OX=9031 GN=ADAMTS9 PE=4 SV=1	ADAMTS9	Up	5.092579397562812
A0A8V0ZTF7	6	Isovaleryl-CoA dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=IVD PE=1 SV=1	IVD	Up	2.0288847312129192
A0A8V0ZE88	6	Inorganic pyrophosphatase OS=Gallus gallus OX=9031 GN=PPA1 PE=1 SV=1	PPA1	Down	0.4631891317832371
E1BS97	6	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=PAK2 PE=1 SV=1	PAK2	Up	1.5735725087789747
A0A8V1AJV5	6	Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Gallus gallus OX=9031 GN=SLC9A3R1 PE=1 SV=1	SLC9A3R1	Down	0.286711263412284
A0A3Q2U7H6	6	Prostaglandin E synthase 3 OS=Gallus gallus OX=9031 GN=PTGES3 PE=3 SV=1	PTGES3	Up	1.5280276129928487
A0A8V1A0M8	6	Glutathione hydrolase OS=Gallus gallus OX=9031 GN=GGT5 PE=1 SV=1	GGT5	Down	0.16787310866574964
Q90611	6	72 kDa type IV collagenase OS=Gallus gallus OX=9031 GN=MMP2 PE=1 SV=1	MMP2	Down	0.5772206809993623
P01012	6	Ovalbumin OS=Gallus gallus OX=9031 GN=SERPINB14 PE=1 SV=2	SERPINB14	Down	0.07911499545357813
A0A8V0XGW5	6	Apovitellenin-1 OS=Gallus gallus OX=9031 GN=APOV1 PE=1 SV=1	APOV1	Up	1.8630004189840867
P31696	6	Agrin OS=Gallus gallus OX=9031 GN=AGRN PE=1 SV=3	AGRN	Down	0.5767405211714163
P02789	6	Ovotransferrin OS=Gallus gallus OX=9031 PE=1 SV=2	--	Down	0.14127761033640324
A0A8V0ZTZ2	6	Dynein light chain roadblock OS=Gallus gallus OX=9031 GN=DYNLRB1 PE=1 SV=1	DYNLRB1	Down	0.5842014531802684
A0A1D5NWL9	6	Hydroxysteroid 17-beta dehydrogenase 4 OS=Gallus gallus OX=9031 GN=HSD17B4 PE=1 SV=1	HSD17B4	Up	3.5010029887965968
A0A8V0Z6L1	6	Cilia and flagella associated protein 61 OS=Gallus gallus OX=9031 GN=CFAP61 PE=1 SV=1	CFAP61	Down	0.4765100942017872
A0A8V0Z5C6	6	Serine/threonine-protein phosphatase OS=Gallus gallus OX=9031 GN=PPP1CB PE=1 SV=1	PPP1CB	Up	1.8107370065850668
A0A1L1RZR2	6	DnaJ homolog subfamily A member 1 OS=Gallus gallus OX=9031 GN=DNAJA1 PE=1 SV=2	DNAJA1	Up	2.581029451156758
A0A8V0XMV0	6	Translocase of outer mitochondrial membrane 70 OS=Gallus gallus OX=9031 GN=TOMM70 PE=1 SV=1	TOMM70	Up	2.6306356908205264
A0A8V0YBU5	6	Exportin-T OS=Gallus gallus OX=9031 GN=XPOT PE=1 SV=1	XPOT	Up	2.055652617414706
A0A8V0XMA2	6	Beta 3-glucosyltransferase OS=Gallus gallus OX=9031 GN=B3GLCT PE=1 SV=1	B3GLCT	Down	0.5998527808577845
Q5ZLA7	6	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Gallus gallus OX=9031 GN=STT3A PE=1 SV=1	STT3A	Up	1.5565392875846764
A0A8V1ABC8	6	Myeloid differentiation primary response protein MyD88 OS=Gallus gallus OX=9031 GN=MYD88 PE=4 SV=1	MYD88	Down	0.16371234875596458
Q5ZJ23	6	Argininosuccinate synthase OS=Gallus gallus OX=9031 GN=ASS1 PE=2 SV=1	ASS1	Up	2.2480365258056607
A0A8V0YWL6	6	MICOS complex subunit MIC60 OS=Gallus gallus OX=9031 GN=IMMT PE=1 SV=1	IMMT	Up	3.055404338553265
Q5ZKB9	6	Probable ATP-dependent RNA helicase DDX6 OS=Gallus gallus OX=9031 GN=DDX6 PE=2 SV=1	DDX6	Up	2.14244067686194
A0A3Q2UGG0	6	IQ motif containing GTPase activating protein 2 OS=Gallus gallus OX=9031 GN=IQGAP2 PE=1 SV=1	IQGAP2	Up	2.3233668797400178
A0A8V0YCZ5	6	Small COPII coat GTPase SAR1B OS=Gallus gallus OX=9031 GN=SAR1B PE=1 SV=1	SAR1B	Up	1.9134602770320648
P62801	6	Histone H4 OS=Gallus gallus OX=9031 GN=H4-I PE=1 SV=2	H4-I	Up	2.023893921859281
A0A8V0XVV0	6	Thrombospondin type 1 domain containing 7B OS=Gallus gallus OX=9031 GN=THSD7B PE=4 SV=1	THSD7B	Up	1.8854050803468891
A0A8V1A8B2	6	Brevican OS=Gallus gallus OX=9031 GN=BCAN PE=4 SV=1	BCAN	Up	3.1425772758463544
A0A8V1A643	6	MORN repeat-containing protein 5 OS=Gallus gallus OX=9031 GN=MORN5 PE=4 SV=1	MORN5	Down	0.6523857493032471
A0A8V0Z9B8	6	ADAM metallopeptidase with thrombospondin type 1 motif 17 OS=Gallus gallus OX=9031 GN=ADAMTS17 PE=4 SV=1	ADAMTS17	Down	0.5615656610867424
A0A8V0YNP1	6	Myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) OS=Gallus gallus OX=9031 GN=MX1 PE=1 SV=1	MX1	Up	2.665593214785552
A0A8V0YGN2	6	Microsomal glutathione S-transferase 1 OS=Gallus gallus OX=9031 GN=MGST1 PE=1 SV=1	MGST1	Up	1.9013394459131887
A0A8V1AK12	6	H(+)-transporting two-sector ATPase OS=Gallus gallus OX=9031 GN=LOC776719 PE=3 SV=1	LOC776719	Up	3.6953921929663047
A0A8V0ZAL2	6	Long-chain-fatty-acid--CoA ligase OS=Gallus gallus OX=9031 GN=ACSL5 PE=1 SV=1	ACSL5	Up	2.0131116085705147
A0A1D5P5X7	6	Uncharacterized protein OS=Gallus gallus OX=9031 GN=LOC772071 PE=1 SV=1	LOC772071	Down	0.4826650281184639
A0A8V0Z6B5	6	Cytochrome c oxidase subunit 7A2 like OS=Gallus gallus OX=9031 GN=COX7A2L PE=1 SV=1	COX7A2L	Up	3.5436315785543373
A0A1D5PWK2	6	ADP-ribosylation factor-like protein 6 OS=Gallus gallus OX=9031 GN=CRYBG3 PE=1 SV=2	CRYBG3	Down	0.420950572390288
A0A8V0ZK24	5	Keratin 13 OS=Gallus gallus OX=9031 GN=KRT13 PE=1 SV=1	KRT13	Up	1.6785905348350076
A0A8V0YVE0	5	Thioredoxin domain-containing protein 9 OS=Gallus gallus OX=9031 GN=TXNDC9 PE=1 SV=1	TXNDC9	Up	1.5195317101459784
A0A1D5PLZ2	5	Serpin family D member 1 OS=Gallus gallus OX=9031 GN=SERPIND1 PE=1 SV=1	SERPIND1	Up	1.75505044482076
A0A8V0ZUX9	5	Ubiquitin carboxyl-terminal hydrolase OS=Gallus gallus OX=9031 GN=USP5 PE=1 SV=1	USP5	Up	2.208740524805015
A0A8V0Y8A2	5	ADP-ribosylation factor GTPase-activating protein 3 OS=Gallus gallus OX=9031 GN=ARFGAP3 PE=1 SV=1	ARFGAP3	Up	3.6831516095534784
A0A1D5NYA8	5	DnaJ heat shock protein family (Hsp40) member A4 OS=Gallus gallus OX=9031 GN=DNAJA4 PE=1 SV=2	DNAJA4	Up	2.1034783949031493
A0A8V0YDZ6	5	CCDC113/CCDC96 coiled-coil domain-containing protein OS=Gallus gallus OX=9031 GN=CCDC96 PE=4 SV=1	CCDC96	Down	0.5891528570599708
A0A8V1AJ90	5	Tripartite motif containing 25 OS=Gallus gallus OX=9031 GN=TRIM25 PE=1 SV=1	TRIM25	Down	0.6101378449443573
A0A1D5P6T3	5	Tyrosine-protein kinase receptor OS=Gallus gallus OX=9031 GN=INSR PE=3 SV=2	INSR	Up	1.673930645661105
A0A8V0YIE9	5	Sperm flagellar 2 OS=Gallus gallus OX=9031 GN=SPEF2 PE=1 SV=1	SPEF2	Down	0.4839523116522604
A0A8V0XEJ2	5	Calaxin OS=Gallus gallus OX=9031 GN=EFCAB1 PE=4 SV=1	EFCAB1	Down	0.4741739682742162
A0A3Q2UHS2	5	Nck-associated protein 1 OS=Gallus gallus OX=9031 GN=NCKAP1 PE=1 SV=1	NCKAP1	Up	2.3204879480552947
Q5ZKN2	5	Membrane-associated progesterone receptor component 1 OS=Gallus gallus OX=9031 GN=PGRMC1 PE=2 SV=3	PGRMC1	Up	1.8230637836937047
F1P337	5	Sorting nexin OS=Gallus gallus OX=9031 GN=SNX5 PE=1 SV=1	SNX5	Up	2.216295250900329
A0A8V0YY70	5	Tetratricopeptide repeat domain 8 OS=Gallus gallus OX=9031 GN=TTC8 PE=4 SV=1	TTC8	Down	0.3703272688435296
A0A8V0YYD5	5	Cilia and flagella associated protein 65 OS=Gallus gallus OX=9031 GN=CFAP65 PE=4 SV=1	CFAP65	Down	0.4222781350482315
A0A8V0XQ47	5	Golgin B1 OS=Gallus gallus OX=9031 GN=GOLGB1 PE=1 SV=1	GOLGB1	Up	2.2330078295891123
E1BZH7	5	Vacuolar-sorting protein SNF8 OS=Gallus gallus OX=9031 GN=SNF8 PE=1 SV=1	SNF8	Down	0.6397052343690648
A0A1L1RM08	5	Myosin, light chain 12A, regulatory, non-sarcomeric OS=Gallus gallus OX=9031 GN=MYL12A PE=4 SV=1	MYL12A	Up	1.6904592761352455
A0A8V0XMJ6	5	Long-chain-fatty-acid--CoA ligase OS=Gallus gallus OX=9031 GN=ACSL1 PE=1 SV=1	ACSL1	Up	2.715592026518483
A0A3Q2UGT3	5	Cadherin 2 OS=Gallus gallus OX=9031 GN=CDH2 PE=1 SV=1	CDH2	Down	0.6334910688329726
A0A8V0XB81	5	glutathione transferase OS=Gallus gallus OX=9031 GN=GSTA4 PE=1 SV=1	GSTA4	Down	0.4438034154278763
A0A8V1AER6	5	RNA helicase OS=Gallus gallus OX=9031 GN=MOV10 PE=1 SV=1	MOV10	Up	2.5462376614143287
A0A8V0ZX20	5	Poly(rC) binding protein 2 OS=Gallus gallus OX=9031 GN=PCBP2 PE=1 SV=1	PCBP2	Up	1.9188550588779163
A0A8V0ZPV0	5	Keratin 12 OS=Gallus gallus OX=9031 GN=LOC121107692 PE=1 SV=1	LOC121107692	Down	0.489429844258614
A0A8V0Y9F9	5	Avian beta-defensin 11 OS=Gallus gallus OX=9031 GN=AvBD11 PE=1 SV=1	AvBD11	Down	0.02105681928946105
A0A8V0ZW02	5	IF rod domain-containing protein OS=Gallus gallus OX=9031 GN=KRT75L4 PE=3 SV=1	KRT75L4	Down	0.24181703960751466
A0A8V1A4P1	5	IF rod domain-containing protein OS=Gallus gallus OX=9031 GN=KRT75L2 PE=3 SV=1	KRT75L2	Up	3.7380294878509424
A0A8V0Y699	5	Talin 1 OS=Gallus gallus OX=9031 GN=TLN1 PE=1 SV=1	TLN1	Up	3.993703423916372
A0A8V1AED0	5	Medium-chain acyl-CoA ligase ACSF2, mitochondrial OS=Gallus gallus OX=9031 GN=ACSF2 PE=1 SV=1	ACSF2	Up	8.03336673937393
A0A1L1RT39	5	Radial spoke head 3 OS=Gallus gallus OX=9031 GN=RSPH3 PE=3 SV=1	RSPH3	Down	0.5658207103582423
A0A8V0YMC5	5	DAB adaptor protein 2 OS=Gallus gallus OX=9031 GN=DAB2 PE=1 SV=1	DAB2	Down	0.533075625138305
A0A8V0YZJ3	5	Beta-galactosidase OS=Gallus gallus OX=9031 GN=GLB1 PE=1 SV=1	GLB1	Up	3.673047644352224
A0A8V1A987	5	Complement factor D OS=Gallus gallus OX=9031 GN=CFD PE=1 SV=1	CFD	Down	0.4499928932546092
A0A8V1A9H2	5	Spectrin alpha, non-erythrocytic 1 OS=Gallus gallus OX=9031 GN=SPTAN1 PE=1 SV=1	SPTAN1	Up	2.394737065705959
A0A8V0XLJ0	5	Enkurin, TRPC channel interacting protein OS=Gallus gallus OX=9031 GN=ENKUR PE=4 SV=1	ENKUR	Down	0.5348960609276484
R4GKD1	5	Guanine nucleotide-binding protein subunit gamma OS=Gallus gallus OX=9031 GN=GNG5 PE=1 SV=1	GNG5	Down	0.4049756651412668
A0A8V0XAV4	5	S-formylglutathione hydrolase OS=Gallus gallus OX=9031 GN=ESD PE=1 SV=1	ESD	Up	2.3453154144148454
A0A8V0ZFJ4	5	Tissue factor OS=Gallus gallus OX=9031 GN=F3 PE=1 SV=1	F3	Down	0.4453503407158567
A0A8V0XNP4	5	Dehydrogenase/reductase 4 OS=Gallus gallus OX=9031 GN=DHRS4 PE=3 SV=1	DHRS4	Up	3.2284551162630235
A0A8V0Y2J1	5	Platelet glycoprotein 4 OS=Gallus gallus OX=9031 GN=CD36 PE=1 SV=1	CD36	Down	0.6039406946987297
A0A1D5NYK7	5	Membrane-organizing extension spike protein OS=Gallus gallus OX=9031 GN=MSN PE=1 SV=1	MSN	Down	0.6509165427884096
A0A8V1A9W8	5	Serine/threonine-protein phosphatase 2A activator OS=Gallus gallus OX=9031 GN=PTPA PE=1 SV=1	PTPA	Down	0.42521807514409005
A0A8V0XKE8	5	Complement factor I OS=Gallus gallus OX=9031 GN=CFI PE=1 SV=1	CFI	Up	1.7989129662185537
A0A8V0XRZ6	5	Nucleoside-triphosphatase, cancer-related OS=Gallus gallus OX=9031 GN=NTPCR PE=1 SV=1	NTPCR	Down	0.5670469059326905
A0A8V1A640	5	Serine/threonine-protein phosphatase OS=Gallus gallus OX=9031 GN=PPP1CC PE=1 SV=1	PPP1CC	Up	1.6351041280816565
A0A1D6UPS9	5	Splicing factor 3B subunit 3 OS=Gallus gallus OX=9031 GN=SF3B3 PE=1 SV=1	SF3B3	Up	1.6208078125669252
A0A8V0ZBT6	5	DNA damage-binding protein 1 OS=Gallus gallus OX=9031 GN=DDB1 PE=3 SV=1	DDB1	Up	1.6049563111286782
A0A8V0ZI47	5	Galactosidase beta 1 like OS=Gallus gallus OX=9031 GN=GLB1L PE=1 SV=1	GLB1L	Up	1.7908818896450884
A0A8V0XGH4	5	Protein disulfide-isomerase A6 OS=Gallus gallus OX=9031 GN=PDIA6 PE=1 SV=1	PDIA6	Up	1.5904062894634396
A0A8V0YTK5	5	Prefoldin subunit 3 OS=Gallus gallus OX=9031 GN=LOC772071 PE=1 SV=1	LOC772071	Up	2.3022968341272465
A0A8V0ZRZ2	5	Small COPII coat GTPase SAR1A OS=Gallus gallus OX=9031 GN=SAR1A PE=1 SV=1	SAR1A	Up	2.324823998949418
A0A8V1AII9	5	peptidylprolyl isomerase OS=Gallus gallus OX=9031 GN=FKBP15 PE=1 SV=1	FKBP15	Up	1.9533815571712816
F1NCA2	5	Glycerol-3-phosphate dehydrogenase OS=Gallus gallus OX=9031 GN=GPD2 PE=1 SV=2	GPD2	Up	2.015712858787083
A0A8V0YBI3	5	Stomatin like 2 OS=Gallus gallus OX=9031 GN=STOML2 PE=1 SV=1	STOML2	Up	2.46479086823458
A0A8V0YI46	5	Beta-1,4-galactosyltransferase OS=Gallus gallus OX=9031 GN=B4GALT5 PE=3 SV=1	B4GALT5	Down	0.5794862227140256
A0A8V0XH43	5	Complement C4 gamma chain OS=Gallus gallus OX=9031 GN=C4A PE=1 SV=1	C4A	Up	2.692055520680756
Q5ZLB0	5	RNA helicase OS=Gallus gallus OX=9031 GN=DDX47 PE=1 SV=1	DDX47	Down	0.4667524719273253
A0A1D5PXK6	5	STAM binding protein OS=Gallus gallus OX=9031 GN=STAMBP PE=1 SV=2	STAMBP	Down	0.6610073305843641
A0A8V1AJR8	5	Rho GDP-dissociation inhibitor 1 OS=Gallus gallus OX=9031 GN=ARHGDIA PE=1 SV=1	ARHGDIA	Up	1.6411532635530046
A0A8V0XEW6	5	Enkurin, TRPC channel interacting protein OS=Gallus gallus OX=9031 GN=ENKUR PE=4 SV=1	ENKUR	Down	0.4897467909028778
A0A8V0ZS72	5	Prohibitin OS=Gallus gallus OX=9031 GN=PHB1 PE=1 SV=1	PHB1	Up	2.779345106429271
A0A8V0XP09	5	Importin 5 OS=Gallus gallus OX=9031 GN=IPO5 PE=1 SV=1	IPO5	Up	3.705956616549983
A0A8V0Z3S8	4	Glucosidase alpha, neutral C OS=Gallus gallus OX=9031 GN=GANC PE=1 SV=1	GANC	Up	2.1765026104178222
A0A8V0X2C5	4	Neutral alpha-glucosidase AB OS=Gallus gallus OX=9031 PE=4 SV=1	--	Down	0.5934330858384643
F1NWX0	4	Tubulin alpha chain OS=Gallus gallus OX=9031 GN=TUBA3E PE=3 SV=3	TUBA3E	Up	2.553162345970683
A0A8V1AAP1	4	Alpha-2-macroglobulin-like protein 1 OS=Gallus gallus OX=9031 GN=A2ML4 PE=1 SV=1	A2ML4	Up	2.100297936513775
A0A146F0A0	4	Keratin 7 OS=Gallus gallus OX=9031 GN=otokeratin PE=1 SV=1	otokeratin	Up	2.3746579288492007
A0A3S5ZPN3	4	Probable ATP-dependent RNA helicase DDX5 OS=Gallus gallus OX=9031 GN=DDX5 PE=1 SV=1	DDX5	Up	2.9918333419917915
A0A8V0XTM2	4	3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Gallus gallus OX=9031 GN=PAPSS1 PE=1 SV=1	PAPSS1	Up	2.085618980951169
Q5ZMV5	4	Actin-related protein 2/3 complex subunit 5 OS=Gallus gallus OX=9031 GN=ARPC5 PE=1 SV=1	ARPC5	Up	1.6150605114637022
A0A1D5PL88	4	Clathrin light chain OS=Gallus gallus OX=9031 GN=CLTB PE=1 SV=1	CLTB	Up	2.0574635361668423
A0A1L1RZK1	4	Lactoylglutathione lyase OS=Gallus gallus OX=9031 GN=GLO1 PE=1 SV=2	GLO1	Up	3.4897103262724234
Q5ZJ73	4	Protein CREG1 OS=Gallus gallus OX=9031 GN=CREG1 PE=2 SV=1	CREG1	Up	1.5717459016730406
A0A8V0X163	4	Profilin OS=Gallus gallus OX=9031 GN=PFN2 PE=1 SV=1	PFN2	Down	0.5470374155904082
A0A8V0YE85	4	Centrosomal protein 83 OS=Gallus gallus OX=9031 GN=CEP83 PE=4 SV=1	CEP83	Up	3.024872318521276
A0A8V0X5B9	4	Fibroblast growth factor receptor OS=Gallus gallus OX=9031 GN=FGFR2 PE=3 SV=1	FGFR2	Up	2.882208579914363
P09644	4	Tubulin alpha-5 chain OS=Gallus gallus OX=9031 PE=3 SV=1	--	Up	2.740605040352527
A0A8V0XDL7	4	Alpha-1,3-glucosyltransferase OS=Gallus gallus OX=9031 GN=ALG8 PE=3 SV=1	ALG8	Down	0.2109659212395916
A0A146F047	4	Keratin, type II cytoskeletal 5 OS=Gallus gallus OX=9031 GN=KRT6A PE=1 SV=1	KRT6A	Down	0.4289462389411163
A0A8V0YJX3	4	Lumican OS=Gallus gallus OX=9031 GN=LUM PE=1 SV=1	LUM	Up	2.1431970644718
A0A8V1APZ6	4	Signal recognition particle subunit SRP68 OS=Gallus gallus OX=9031 GN=SRP68 PE=1 SV=1	SRP68	Up	5.4915989994924965
