query_acc	query_name	query_len	subject_db	subject_acc	subject_name	subject_len	score	pct_identity	evalue	q_start	q_end	s_start	s_end
A0A8V0ZTX8	A0A8V0ZTX8_CHICK Ovostatin	1492	GlyAnas	A0A8B9U4F1	A0A8B9U4F1_9AVES Alpha-2-macroglobulin	1537	3185.0	44.6	0.00e+00	50	1475	27	1462
A0A8V0ZTX8	A0A8V0ZTX8_CHICK Ovostatin	1492	GlyAnas	A0A8B9U1L6	A0A8B9U1L6_9AVES Alpha-2-macroglobulin-like protein 1	765	1050.0	33.6	3.29e-115	292	1040	4	749
A0A8V0ZV19	A0A8V0ZV19_CHICK Sulfatase 2	855	GlyAnas	A0A493SYJ2	A0A493SYJ2_ANAPP Sulfatase 2	860	4503.0	97.6	0.00e+00	1	848	1	850
A0A8V0ZV62	A0A8V0ZV62_CHICK Sortilin	782	GlyAnas	A0A493TER4	A0A493TER4_ANAPP Sortilin	574	2907.0	94.2	0.00e+00	91	661	4	574
A0A8V0ZV62	A0A8V0ZV62_CHICK Sortilin	782	GlyAnas	A0A8B9SQA9	A0A8B9SQA9_ANAPL Sortilin-related receptor	2160	697.0	31.1	1.48e-74	43	687	51	711
A0A8V0ZXF2	A0A8V0ZXF2_CHICK Immunoglobulin lambda-like polypeptide 1	230	GlyAnas	A0A8B9SH23	A0A8B9SH23_ANAPL Ig-like domain-containing protein	526	163.0	26.7	3.62e-13	11	228	238	468
A0A8V0ZXF2	A0A8V0ZXF2_CHICK Immunoglobulin lambda-like polypeptide 1	230	GlyAnas	A0A8B9Z990	A0A8B9Z990_ANAPL Ig-like domain-containing protein	339	163.0	29.3	3.62e-13	58	228	134	318
A0A8V0ZXF2	A0A8V0ZXF2_CHICK Immunoglobulin lambda-like polypeptide 1	230	GlyAnas	A0A8B9V9H7	A0A8B9V9H7_9AVES Ig-like domain-containing protein	436	151.0	36.2	8.92e-12	139	222	111	204
A0A8V0ZXF2	A0A8V0ZXF2_CHICK Immunoglobulin lambda-like polypeptide 1	230	GlyAnas	A0A8B9QZ49	A0A8B9QZ49_ANAPL Ig-like domain-containing protein	458	129.0	32.6	3.17e-09	133	216	334	422
A0A8V0ZXF2	A0A8V0ZXF2_CHICK Immunoglobulin lambda-like polypeptide 1	230	GlyAnas	A0A8B9SLE4	A0A8B9SLE4_ANAPL Ig-like domain-containing protein	123	95.0	33.0	2.78e-05	32	118	22	123
A0A8V1A049	A0A8V1A049_CHICK Mucin-5AC	885	GlyAnas	A0A8B9QNN8	A0A8B9QNN8_ANAPL Mucin-5AC	3271	4135.0	81.4	0.00e+00	1	885	2401	3271
A0A8V1A049	A0A8V1A049_CHICK Mucin-5AC	885	GlyAnas	R0L6N3	R0L6N3_ANAPL Mucin-5AC (Fragment)	723	3521.0	82.9	0.00e+00	143	883	3	722
A0A8V1A049	A0A8V1A049_CHICK Mucin-5AC	885	GlyAnas	A0A8B9UQR5	A0A8B9UQR5_9AVES Mucin-5AC	2637	2286.0	52.2	9.29e-259	1	866	1919	2619
A0A8V1A049	A0A8V1A049_CHICK Mucin-5AC	885	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	634.0	25.2	3.38e-67	135	863	1836	2625
A0A8V1A049	A0A8V1A049_CHICK Mucin-5AC	885	GlyAnas	A0A8B9UUB6	A0A8B9UUB6_9AVES VWFD domain-containing protein	3275	347.0	28.4	6.43e-34	172	569	857	1263
A0A8V1A407	A0A8V1A407_CHICK Pleckstrin homology domain containing A6	1108	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	139.0	20.3	1.06e-09	193	1070	8995	9885
A0A8V1A407	A0A8V1A407_CHICK Pleckstrin homology domain containing A6	1108	GlyAnas	A0A8B9TAA9	A0A8B9TAA9_ANAPL Spectrin repeat containing nuclear envelope protein 1	8359	106.0	20.3	7.10e-06	559	1076	1007	1509
A0A8V1A407	A0A8V1A407_CHICK Pleckstrin homology domain containing A6	1108	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	92.0	20.5	2.98e-04	513	730	1911	2155
A0A8V1A6Y9	A0A8V1A6Y9_CHICK Ovotransferrin	697	GlyAnas	A0A493TBB4	A0A493TBB4_ANAPP Ovotransferrin	736	3100.0	81.8	0.00e+00	15	697	45	736
A0A8V1AC48	A0A8V1AC48_CHICK Semaphorin 3G	761	GlyAnas	A0A493STK1	A0A493STK1_ANAPP ubiquitinyl hydrolase 1	1367	3187.0	89.3	0.00e+00	3	663	4	662
A0A8V1AC48	A0A8V1AC48_CHICK Semaphorin 3G	761	GlyAnas	A0A8B9U577	A0A8B9U577_9AVES Semaphorin-3C	782	1603.0	46.1	1.26e-179	18	714	52	740
A0A8V1AC48	A0A8V1AC48_CHICK Semaphorin 3G	761	GlyAnas	A0A8B9TMM6	A0A8B9TMM6_ANAPL Semaphorin 3B	668	1568.0	52.2	1.44e-175	16	614	57	650
A0A8V1AC48	A0A8V1AC48_CHICK Semaphorin 3G	761	GlyAnas	A0A8B9SJW6	A0A8B9SJW6_ANAPL Semaphorin-3D	747	1523.0	43.5	2.38e-170	22	760	37	746
A0A8V1AC48	A0A8V1AC48_CHICK Semaphorin 3G	761	GlyAnas	A0A8B9V535	A0A8B9V535_9AVES Semaphorin 4G	850	882.0	34.7	5.08e-96	22	675	33	659
A0A8V1AH71	A0A8V1AH71_CHICK Orosomucoid 1 (ovoglycoprotein)	265	GlyAnas	A0A493TZ56	A0A493TZ56_ANAPP Uncharacterized protein	335	738.0	61.4	8.81e-80	5	243	6	244
A0A8V1AHD4	A0A8V1AHD4_CHICK Smoothelin like 2	427	GlyAnas	A0A8B9TAA9	A0A8B9TAA9_ANAPL Spectrin repeat containing nuclear envelope protein 1	8359	149.0	29.7	2.82e-11	318	425	242	350
P01012	OVAL_CHICK Ovalbumin	386	GlyAnas	A0A8B9QNT8	A0A8B9QNT8_ANAPL Ovalbumin	386	1628.0	81.9	8.07e-183	1	386	1	386
P01012	OVAL_CHICK Ovalbumin	386	GlyAnas	U3IKY8	U3IKY8_ANAPP Serpin domain-containing protein	388	1293.0	62.9	5.66e-144	1	386	1	388
P01012	OVAL_CHICK Ovalbumin	386	GlyAnas	A0A8B9UXD7	A0A8B9UXD7_9AVES Serpin domain-containing protein	393	1263.0	62.3	1.70e-140	1	386	1	393
P01012	OVAL_CHICK Ovalbumin	386	GlyAnas	A0A493T078	A0A493T078_ANAPP Serpin family I member 1	425	525.0	31.3	6.42e-55	10	386	43	412
P01012	OVAL_CHICK Ovalbumin	386	GlyAnas	A0A8B9UUI8	A0A8B9UUI8_9AVES Serpin domain-containing protein	419	465.0	32.9	5.82e-48	5	386	50	416
P02552	TBA1A_CHICK Tubulin alpha-1A chain	451	GlyAnas	A0A8B9SWD8	A0A8B9SWD8_ANAPL Tubulin epsilon 1	473	579.0	28.0	4.10e-61	1	442	1	460
Q98UI9	MUC5B_CHICK Mucin-5B	2108	GlyAnas	A0A8B9UQR5	A0A8B9UQR5_9AVES Mucin-5AC	2637	3524.0	31.1	0.00e+00	38	1831	22	2511
Q98UI9	MUC5B_CHICK Mucin-5B	2108	GlyAnas	A0A8B9UUB6	A0A8B9UUB6_9AVES VWFD domain-containing protein	3275	3402.0	46.5	0.00e+00	38	1276	80	1333
Q98UI9	MUC5B_CHICK Mucin-5B	2108	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	2146.0	25.0	3.79e-242	36	2014	18	2532
Q98UI9	MUC5B_CHICK Mucin-5B	2108	GlyAnas	A0A8B9QNN8	A0A8B9QNN8_ANAPL Mucin-5AC	3271	1650.0	36.9	1.24e-184	1236	2103	2412	3256
Q98UI9	MUC5B_CHICK Mucin-5B	2108	GlyAnas	A0A8B9QTY5	A0A8B9QTY5_ANAPL VWFD domain-containing protein	610	1650.0	46.4	1.24e-184	581	1203	2	605
R4GFJ0	R4GFJ0_CHICK Carboxypeptidase E	469	GlyAnas	A0A8B9QRE5	A0A8B9QRE5_ANAPL Carboxypeptidase E	532	2403.0	97.0	1.33e-272	1	469	67	532
R4GFJ0	R4GFJ0_CHICK Carboxypeptidase E	469	GlyAnas	U3IQ52	U3IQ52_ANAPP Carboxypeptidase D	1392	1005.0	48.4	1.71e-110	13	453	486	893
R4GFJ0	R4GFJ0_CHICK Carboxypeptidase E	469	GlyAnas	A0A8B9SRR4	A0A8B9SRR4_ANAPL AE binding protein 1	442	816.0	45.7	1.41e-88	62	419	45	390
R4GFJ0	R4GFJ0_CHICK Carboxypeptidase E	469	GlyAnas	A0A493TA36	A0A493TA36_ANAPP Carboxypeptidase M	443	802.0	43.6	5.91e-87	36	435	15	386
V5NUE7	V5NUE7_CHICK Ovocleidin-17	161	GlyAnas	A0A8B9TFJ7	A0A8B9TFJ7_ANAPL Mannose receptor C type 2	1414	151.0	32.5	6.24e-12	15	158	650	796
V5NUE7	V5NUE7_CHICK Ovocleidin-17	161	GlyAnas	A0A8B9TTS0	A0A8B9TTS0_ANAPL Lymphocyte antigen 75	1703	133.0	29.4	7.63e-10	22	158	212	339
V5NUE7	V5NUE7_CHICK Ovocleidin-17	161	GlyAnas	A0A493T4Z0	A0A493T4Z0_ANAPP C-type lectin domain-containing protein	208	93.0	23.9	3.32e-05	24	157	83	192
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A8B9TT34	A0A8B9TT34_ANAPL Laminin subunit gamma 1	1587	8045.0	93.0	0.00e+00	5	1593	4	1587
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	1675.0	36.2	1.18e-187	46	1015	21	1032
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A493TFF5	A0A493TFF5_ANAPP Laminin subunit beta-1	1699	1531.0	26.9	5.90e-171	100	1580	12	1667
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A8B9VAE3	A0A8B9VAE3_9AVES Laminin subunit beta 2	1749	1508.0	27.2	2.74e-168	13	1560	3	1746
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	1357.0	28.4	8.85e-151	280	1518	920	2152
A0A8V0YYS9	A0A8V0YYS9_CHICK procollagen-lysine 5-dioxygenase	756	GlyAnas	A0A8B9T868	A0A8B9T868_ANAPL Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	730	2460.0	58.9	5.29e-279	8	756	3	730
A0A8V0ZCK4	A0A8V0ZCK4_CHICK TOPBP1 interacting checkpoint and replication regulator	1863	GlyAnas	A0A8B9UW68	A0A8B9UW68_9AVES TOPBP1 interacting checkpoint and replication regulator	1911	6780.0	75.3	0.00e+00	60	1862	18	1836
A0A8V0ZCK4	A0A8V0ZCK4_CHICK TOPBP1 interacting checkpoint and replication regulator	1863	GlyAnas	A0A8B9UUB6	A0A8B9UUB6_9AVES VWFD domain-containing protein	3275	106.0	18.6	1.19e-05	1026	1715	1451	2134
A0A8V0ZCK4	A0A8V0ZCK4_CHICK TOPBP1 interacting checkpoint and replication regulator	1863	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	100.0	20.3	5.92e-05	1196	1839	10087	10720
A0A8V1A360	A0A8V1A360_CHICK Rho/Rac guanine nucleotide exchange factor 18	1549	GlyAnas	A0A8B9SQU6	A0A8B9SQU6_ANAPL Golgin subfamily A member 5	593	132.0	20.9	9.59e-09	915	1318	77	492
A0A8V1A360	A0A8V1A360_CHICK Rho/Rac guanine nucleotide exchange factor 18	1549	GlyAnas	A0A8B9QXI0	A0A8B9QXI0_ANAPL RRM domain-containing protein	651	101.0	27.4	3.77e-05	1218	1334	435	540
A0A8V1A360	A0A8V1A360_CHICK Rho/Rac guanine nucleotide exchange factor 18	1549	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	91.0	20.8	5.44e-04	990	1403	1788	2266
A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	GlyAnas	A0A8B9SX03	A0A8B9SX03_ANAPL Extracellular matrix protein 1	382	1206.0	70.5	8.28e-134	77	380	11	326
A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	GlyAnas	A0A493T5Q5	A0A493T5Q5_ANAPP Dystroglycan 1	896	99.0	28.3	1.91e-05	3	155	319	463
A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	GlyAnas	A0A493T607	A0A493T607_ANAPP Torsin family 1 member B	531	87.0	33.8	4.71e-04	3	81	117	188
A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	GlyAnas	A0A8B9U9X9	A0A8B9U9X9_9AVES Uncharacterized protein	1028	86.0	30.1	6.16e-04	14	158	396	536
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyAnas	A0A493TJE2	A0A493TJE2_ANAPP Suppressor of tumorigenicity 14 protein homolog	847	3754.0	84.5	0.00e+00	1	804	16	808
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyAnas	A0A8B9QNQ2	A0A8B9QNQ2_ANAPL Transmembrane protease serine 2	485	563.0	32.5	5.40e-59	414	822	91	474
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyAnas	A0A8B9ZNM3	A0A8B9ZNM3_9AVES Transmembrane serine protease 13	522	520.0	34.7	5.23e-54	508	822	164	513
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyAnas	A0A8B9TSC2	A0A8B9TSC2_ANAPL Complement factor I	590	518.0	29.5	8.92e-54	399	822	167	576
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyAnas	A0A8B9T7P6	A0A8B9T7P6_ANAPL Acrosin	443	475.0	38.3	8.64e-49	574	828	124	383
A0A1D5PMF7	A0A1D5PMF7_CHICK Spondin-1	732	GlyColumba	A0A2I0MPF2	A0A2I0MPF2_COLLI Thrombospondin 1	997	253.0	32.8	2.12e-23	489	649	212	382
A0A1D5PT25	A0A1D5PT25_CHICK Bactericidal permeability-increasing protein	469	GlyColumba	A0A2I0M2C8	A0A2I0M2C8_COLLI Phospholipid transfer protein (Fragment)	584	369.0	24.3	4.80e-37	6	467	81	540
A0A1D5PZ68	A0A1D5PZ68_CHICK Semaphorin-3C	751	GlyColumba	A0A2I0MDB7	A0A2I0MDB7_COLLI Semaphorin-6D (Fragment)	1141	697.0	28.8	7.12e-75	48	603	98	677
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyColumba	A0A2I0MC72	A0A2I0MC72_COLLI Receptor-type tyrosine-protein phosphatase F	1901	9830.0	98.5	0.00e+00	1	1904	1	1901
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyColumba	A0A2I0MJN3	A0A2I0MJN3_COLLI Neuronal cell adhesion molecule	1273	532.0	25.7	2.45e-55	31	823	339	1129
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyColumba	A0A2I0MTP6	A0A2I0MTP6_COLLI Collagen alpha-1(XII) chain	2482	353.0	22.4	1.40e-34	245	1074	835	1635
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyColumba	A0A2I0LWB2	A0A2I0LWB2_COLLI Tenascin C, transcript variant X3	1503	349.0	23.9	4.07e-34	322	1107	564	1271
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyColumba	A0A2I0LS76	A0A2I0LS76_COLLI Sortilin-related receptor	2109	176.0	20.6	4.67e-14	435	991	1470	1995
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyColumba	A0A2I0MGH1	A0A2I0MGH1_COLLI von Willebrand factor D and EGF domain-containing protein-like	1919	180.0	32.4	4.05e-15	12	167	1641	1795
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyColumba	A0A2I0LWB2	A0A2I0LWB2_COLLI Tenascin C, transcript variant X3	1503	141.0	22.9	1.35e-10	23	288	467	703
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyColumba	A0A2I0M3B3	A0A2I0M3B3_COLLI Agrin	2090	136.0	34.1	5.12e-10	77	156	1598	1676
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyColumba	A0A2I0MC29	A0A2I0MC29_COLLI Laminin, gamma 2	1143	135.0	29.0	6.69e-10	48	163	348	467
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyColumba	A0A2I0MSU1	A0A2I0MSU1_COLLI Growth arrest-specific 6	677	124.0	25.0	1.26e-08	26	147	121	265
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyColumba	A0A2I0LSI4	A0A2I0LSI4_COLLI non-specific serine/threonine protein kinase (Fragment)	595	226.0	22.7	3.84e-20	13	545	3	498
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyColumba	A0A2I0MF50	A0A2I0MF50_COLLI Proto-oncogene tyrosine-protein kinase receptor Ret	1107	176.0	24.1	2.41e-14	15	225	718	958
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyColumba	A0A2I0MTT3	A0A2I0MTT3_COLLI Fibronectin type III domain containing 1	1661	147.0	22.3	5.56e-11	317	961	248	888
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyColumba	A0A2I0MUF3	A0A2I0MUF3_COLLI Tyrosine-protein kinase receptor	2300	132.0	24.5	3.05e-09	11	220	1950	2179
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyColumba	A0A2I0LZN5	A0A2I0LZN5_COLLI Neuron navigator 3	2365	98.0	19.4	2.67e-05	431	956	180	652
A0A8V0XA58	A0A8V0XA58_CHICK Matrix extracellular phosphoglycoprotein	752	GlyColumba	A0A2I0MGY6	A0A2I0MGY6_COLLI Ovocleidin-116	895	851.0	35.3	9.90e-93	29	737	94	872
A0A8V0XA58	A0A8V0XA58_CHICK Matrix extracellular phosphoglycoprotein	752	GlyColumba	A0A2I0LIE3	A0A2I0LIE3_COLLI FZ domain-containing protein	1343	118.0	22.9	9.81e-08	72	640	377	884
A0A8V0XA58	A0A8V0XA58_CHICK Matrix extracellular phosphoglycoprotein	752	GlyColumba	A0A2I0LKB3	A0A2I0LKB3_COLLI Collagen, type II, alpha 1	775	91.0	23.8	1.33e-04	350	614	11	264
A0A8V0XA58	A0A8V0XA58_CHICK Matrix extracellular phosphoglycoprotein	752	GlyColumba	A0A2I0M933	A0A2I0M933_COLLI Multimerin 1	1189	88.0	24.2	2.95e-04	305	458	28	182
A0A8V0XEK3	A0A8V0XEK3_CHICK Tsukushi	429	GlyColumba	A0A2I0M2P9	A0A2I0M2P9_COLLI Tsukushi	352	1640.0	90.9	1.83e-184	78	429	1	352
A0A8V0XEK3	A0A8V0XEK3_CHICK Tsukushi	429	GlyColumba	A0A2I0LTN4	A0A2I0LTN4_COLLI Leucine-rich repeat and fibronectin type-III domain-containing protein 5	736	136.0	27.4	4.58e-10	238	389	46	205
A0A8V0XEK3	A0A8V0XEK3_CHICK Tsukushi	429	GlyColumba	A0A2I0MCK4	A0A2I0MCK4_COLLI LRRCT domain-containing protein (Fragment)	361	125.0	30.7	8.64e-09	122	270	26	172
A0A8V0Y0J2	A0A8V0Y0J2_CHICK Clusterin	503	GlyColumba	A0A2I0LJ29	A0A2I0LJ29_COLLI Clusterin N-terminal domain-containing protein (Fragment)	210	806.0	67.8	1.09e-87	85	322	1	206
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyColumba	A0A2I0MW20	A0A2I0MW20_COLLI Ovalbumin-related protein X	388	1564.0	77.3	1.07e-175	1	388	1	388
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyColumba	A0A1R7T3L5	A0A1R7T3L5_COLLI Ovalbumin-related protein Y	388	1350.0	65.7	7.01e-151	1	388	1	388
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyColumba	A0A2I0MWA2	A0A2I0MWA2_COLLI Ovalbumin-like	386	1157.0	57.7	1.68e-128	1	388	1	386
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyColumba	A0A2I0MED6	A0A2I0MED6_COLLI Antithrombin-III (Fragment)	502	546.0	35.2	1.19e-57	4	388	121	500
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyColumba	A0A2I0MP02	A0A2I0MP02_COLLI Serpin peptidase inhibitor, clade A (Alpha-1 antiproteinase, antitrypsin), member 10, transcript variant X2	439	395.0	28.4	3.84e-40	9	388	76	436
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyColumba	A0A2I0MKA0	A0A2I0MKA0_COLLI Signal peptide, CUB domain, EGF-like 1	981	5480.0	98.1	0.00e+00	1	988	1	981
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyColumba	A0A2I0MKZ6	A0A2I0MKZ6_COLLI Vitamin K-dependent protein S	619	318.0	40.0	8.30e-31	41	200	81	235
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyColumba	A0A2I0MSU1	A0A2I0MSU1_COLLI Growth arrest-specific 6	677	234.0	33.0	4.56e-21	225	408	96	288
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyColumba	A0A2I0LWB2	A0A2I0LWB2_COLLI Tenascin C, transcript variant X3	1503	201.0	25.8	3.06e-17	2	349	215	554
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyColumba	A0A2I0MGH1	A0A2I0MGH1_COLLI von Willebrand factor D and EGF domain-containing protein-like	1919	157.0	26.0	3.87e-12	33	350	1606	1874
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyColumba	A0A2I0MTP6	A0A2I0MTP6_COLLI Collagen alpha-1(XII) chain	2482	934.0	23.8	7.48e-102	616	2017	180	1677
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyColumba	A0A2I0LWB2	A0A2I0LWB2_COLLI Tenascin C, transcript variant X3	1503	773.0	29.4	3.49e-83	1100	1814	571	1275
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyColumba	A0A2I0MC72	A0A2I0MC72_COLLI Receptor-type tyrosine-protein phosphatase F	1901	398.0	21.9	1.06e-39	614	1676	187	1226
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyColumba	A0A2I0MJN3	A0A2I0MJN3_COLLI Neuronal cell adhesion molecule	1273	244.0	23.2	7.65e-22	1405	1886	570	1103
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyColumba	A0A2I0MTT3	A0A2I0MTT3_COLLI Fibronectin type III domain containing 1	1661	157.0	23.1	9.38e-12	1300	1806	46	554
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyColumba	A0A1R7T3L5	A0A1R7T3L5_COLLI Ovalbumin-related protein Y	388	1375.0	65.5	9.62e-154	35	422	1	388
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyColumba	A0A2I0MW20	A0A2I0MW20_COLLI Ovalbumin-related protein X	388	1346.0	65.5	2.22e-150	35	422	1	388
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyColumba	A0A2I0MWA2	A0A2I0MWA2_COLLI Ovalbumin-like	386	1157.0	55.9	1.83e-128	35	422	1	386
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyColumba	A0A2I0MED6	A0A2I0MED6_COLLI Antithrombin-III (Fragment)	502	535.0	32.9	2.44e-56	34	422	117	500
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyColumba	A0A2I0MP02	A0A2I0MP02_COLLI Serpin peptidase inhibitor, clade A (Alpha-1 antiproteinase, antitrypsin), member 10, transcript variant X2	439	394.0	27.6	5.46e-40	32	422	65	436
A0A8V0YMM6	A0A8V0YMM6_CHICK Chordin	1188	GlyColumba	A0A2I0MPF2	A0A2I0MPF2_COLLI Thrombospondin 1	997	125.0	23.3	2.39e-08	937	1174	142	393
A0A8V0YMM6	A0A8V0YMM6_CHICK Chordin	1188	GlyColumba	A0A2I0MHJ6	A0A2I0MHJ6_COLLI Mucin-5AC (Fragment)	736	92.0	23.6	1.60e-04	904	1170	347	623
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyColumba	A0A2I0LKB3	A0A2I0LKB3_COLLI Collagen, type II, alpha 1	775	563.0	44.7	3.19e-59	256	538	26	312
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyColumba	A0A2I0LIE3	A0A2I0LIE3_COLLI FZ domain-containing protein	1343	525.0	37.0	8.12e-55	256	535	640	977
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyColumba	A0A2I0MTP6	A0A2I0MTP6_COLLI Collagen alpha-1(XII) chain	2482	469.0	34.1	2.53e-48	235	540	2089	2410
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyColumba	A0A2I0MKW7	A0A2I0MKW7_COLLI von Willebrand factor	2805	196.0	23.2	1.15e-16	566	974	1489	1861
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyColumba	A0A2I0MGY6	A0A2I0MGY6_COLLI Ovocleidin-116	895	115.0	30.3	2.83e-07	327	531	675	884
A0A8V0YPM0	A0A8V0YPM0_CHICK Serine peptidase inhibitor, Kazal type 7 (putative)	241	GlyColumba	A0A2I0LWI9	A0A2I0LWI9_COLLI Ovomucoid	207	730.0	59.5	3.41e-79	32	241	1	207
A0A8V0YPM0	A0A8V0YPM0_CHICK Serine peptidase inhibitor, Kazal type 7 (putative)	241	GlyColumba	A0A2I0LWJ2	A0A2I0LWJ2_COLLI Ovomucoid	470	507.0	49.7	2.46e-53	58	241	287	470
A0A8V0YPM0	A0A8V0YPM0_CHICK Serine peptidase inhibitor, Kazal type 7 (putative)	241	GlyColumba	A0A2I0M3B3	A0A2I0M3B3_COLLI Agrin	2090	205.0	27.3	2.57e-18	77	241	427	613
